"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"larrymeers","17 July 2017","Before i saw this movie i looked at some people's opinions about it and i saw mostly negative reviews, so i was really nervous going into this movie thinking that i would have had the same reaction to it and seriously i have no idea what those people are talking about. So War for the planet of the apes is the 3rd film in the new prequel/Reboot of the planet of the apes movies. And this is about Caeser going on a journey to stop a war between his apes and an army of highly trained soldiers, while he also tries to control his more violent instincts. First the obvious, the CGI is amazing and is truly a technological marvel to cinema. Andy Serkis once again plays the ape ruler Caesar and is easily the best movie character in recent years, in each film he has gotten progressively better and in this one it is definitely the best performance. The story is great and is well acted throughout. This movie is also an amazing drama. There are a lot of moments that just make you jerk a tear every once in a while and its believable. The action sequences are pretty good too. Woody Harrelson plays the colonel and he does a pretty good job at it (He is not as good as koba but still good). He is just a character that you can relate to and you understand why he is doing all of this. Caesar and the colonel are pretty relatable. As much as i would love to say how great this movie is, i better stop right here. I loved every part of this movie and i did not find anything i did not like about it, but i am gonna talk about why i think most people were disappointed with this film. So if you watched all the trailers and looked at the title you may be expecting one thing, a ton of apes and humans fighting with guns and rockets. But although there is some of that in this movie, its definitely not the main point of it. This movie to its core is about the war that a person faces emotionally while war is happening around him. We see this concept with Caesar all the way through the movie. It also talks about what terrible things a person or people would do in a war. Woody Harrelson's character does what he does because he believes that the entire human race is going to go extinct if he does not act. I mean, would you do that if you knew that you could slowly be replaced by another species? So some people do not like this film because they were expecting a full on hardcore war movie. And it is that, but it really is a commentary about how a person has a war within themselves when war is happening around them. And people either missed, did not care, or did not understand the more darker themes about this movie. But anyway, in the end i thought this movie was a masterpiece in every way it could have been. It has amazing CGI, performances, action sequences, dark themes, tear jerking moments, and a beautiful moral to it. A+ or 10/10 APES TOGETHER STRONG!","
            10/10
            "
"nicerep","21 October 2019","A quick look at the bad reviews shows that most of them were written around the same time, mid July 2017 and most all of them are 1 star ratings, an obvious attack on the movie makers and nothing to do with the quality of the film. I urge you to ignore these fake reviews and read instead those written after the summer of 2017!","
            10/10
            "
"AnishMisra","11 October 2017","War for the Planet of the Apes is a film directed by Matt Reeves. I loved the first 2 films of this series. And was looking forward to this film for quite some time. Finally when I saw the film, I can definitely say I'm Spechless. This film is definitely one of the best 2017 has to offer.Plot: Caesar and his ape family face the wrath of a ruthless Colonel.Story and direction: The film is basically an arc. It started with Caeser as a small child, then the Caesar who grew up for the torture his community suffered and finally to fight back. This film is a masterpiece in itself. And not only in terms of production quality, but the story is so pure. It touches upon things that I was quite shocked to see. The very first scene of this film, sets the tone of the film to be very dark. But then we see that Caesar doesn't just want out to go on killing humans, he just want them to back off his ape community. Then we see his visions of Koba as to what he did to him. Blue Eyes' mate Lake was also a very significant character. I did resonate with her in the scene where she sees Blue Eyes after a long time. But certain events then happen, that force Caesar to do things that are quite dark. And then a dialogue, ""You are no less than Koba"" by Maurice was so thought provoking. Then we have Nova, the girl who initially was scared of the apes but finally decides to be with them in their cause, because she saw the apes for how good they were. And finally Bad Ape. I guess that was a great addition to this franchise. His fear and his humor (which was subtle) were all very justified. The way he says he gets his name was good. Michael Giacchino's music is to look out for. The VFX is top notch. It never felt like the VFX was fake. It felt so natural. The sets too very magnificent and natural to the setting of the story.Performances: Andy Serkis should take a bow from me. What a performance and what a genius he is. I couldn't imagine Caesar without this person. Woody Harrelson was also great as Colonel. He has his moments too. Amiah Miller was also great as Nova. Steve Zahn was just right for Bad Ape. Toby Kebbell was also good as the cold ape Koba (for the little screen time he received). A special mention to Terry Notary for Maurice. The way he supports Caesar is commendable.Favorite Scene: The scene where Caesar regrets not recognizing the hate Koba had for humans. Then Maurice says a very nice dialogue that one cannot know what feels inside. This dialogue has just made a seat in my minds. And it basically says about our society in general.Verdict: This is one of those films where I can say that the third part is the best. I couldn't take out a flaw in this film. I was spellbound as the credits were rolling. This film series will have a special place in my life.I am going to give this film a wholeheartedly deserving 10/10.","
            10/10
            "
"Jared_Andrews","26 July 2017","If you have forgotten what happened in the first two movies, don't worry. ""War"" opens with a clear and concise recap of the events leading up to this movie. It's a smart way to commence and an indication of the thoughtful nature with which this movie was made.The movie obviously depicts a literal war for planet between the humans and the apes. There's also a figurative and less obvious war going on—one for Caesar's soul. The movie is really about Caesar's battle to remain pure and free from hate in world that corrupted Koba and the Colonel (Woody Harrelson).This question remains open for much of the movie, as we see for the first time some real cracks in Caesar's previously infallible morals. He has real reasons to give into the hatred (as you will see), and his humanity is truly tested. It all boils down to one scene, which of course, I will not spoil. A bit is left to interpretation, but I personally found clarity in the scene and settled comfortably on my answer.This movie fulfills anything and everything you could possibly desire in the final installment of this trilogy. The action sequences deliver intensity and genuine feelings of danger. This wasn't like many movies of this sort where the ""good guys"" sort of seem invincible. Everyone felt vulnerable, which amplified the suspense greatly. Additionally, the storytelling is flawless. It's littered with foreshadowing, eye-popping imagery, and provocative social parallels.While the excellent visuals and storytelling were expected, there were also two elements that took me aback by how well they were executed. The first was the dialogue, which honored the Apes' basic vocabulary and still managed to showcase the depths of their awareness. The other element was the performances of the actors playing apes.This may sound strange to say, but I think Andy Serkis deserves serious Academy Award consideration. His gravitas and emotional complexity come across clearly even though he never actually appears on screen.Caesar is one of the most deeply fascinating and thoughtful characters in recent movie memory, as evidenced by his growth over these three movies. It's time Serkis received proper recognition for bringing Caesar to life.","
            9/10
            "
"TheLittleSongbird","26 July 2017","First thing off the bat, 'Rise of the Planet of the Apes' and 'Dawn of the Planet of the Apes' were thoroughly enjoyable films, more so than expected them to be, though they were not quite masterpieces. 'Rise' was exceptionally well made and very entertaining, provoked thought and had heart. 'Dawn' had a bigger and bolder approach and delivered just as much, if not more so, on the brains and heart.So naturally, expectations for 'War for the Planet of the Apes' were quite large. Unfortunately, despite really wanting to like it (have never watched a panned film expecting to hate it or an acclaimed expecting to love it, regardless of the general consensus, always thinking for myself and always try to be respectful and perceptive), 'War for the Planet of the Apes' was a disappointment. It is a long way from a terrible film, and is not deserving of the 1/10 ratings it's garnered (it's a 4 at least), that implies that there are no redeeming qualities at all that coming from a subjective person that is further from the truth, but out of the 2010's rebooted 'Planet of the Apes' trilogy it's the weakest by quite some way.There are a number of things to admire about 'War for the Planet of the Apes'. The best things about it are the production values and the design and characterisation of the apes. Simply put, the production values all round are exceptional. Once again the cinematography and lighting are of great beauty and the scenery is strikingly atmospheric. It's the special effects and make-up that deserve the most praise, that the apes look so real and that it is hard to believe they were made with a mix of motion-capture and CGI key frame is once again testament to how good they look. Characterisation for them is every bit as incredible. When they communicate they don't need to say much and it is the most nuanced the film gets, when saying or doing little (as little as a glance or a gesture) it still feels like they're saying a lot.Just as good is the character and performance of Caesar. He has always been a hugely relatable and complex character and is much more compelling than any of the human characters here. One really roots for him, he is impeccably designed and remarkably nuanced in how he moves and communicates and he actually feels like a real character. One cannot talk about the film and not mention Andy Serkis, the man very rarely fails to amaze me and he gives an intensely moving portrayal of Caesar, definitely deserving of award recognition.A few of the action sequences are thrilling with much visceral tension in the best moments. The first 15-20 minutes are remarkably promising and highly suggestive of it being a good film. Although very closely indebted seemingly to Colonel Kurtz from 'Apocalypse Now', Woody Harrelson gives it his all and fares well compared to the rest of the human cast.On the other hand, the human characters are nowhere near as well-written or compelling as the apes. Many are underwritten to the point of banality, underused and some add little to nothing to the story (especially the little girl). Harrelson aside, the acting from the humans isn't so hot either, the little girl is really annoying and very overwrought.The script is also very messy, lacking the intelligent simplicity and nuance of the previous two films, and instead resorting to awkwardness and cheesiness. The story started off promisingly but went down the plug fast. The pacing became incredibly dull and stayed that way for most of the film, seriously struggling to sustain the overlong running time, and is filled with crass and gratuitous graphic violence, cartoonish villainy that has more cheese than threat, a strong lack of emotional core and tension, nothing to drive the story forward and a general lack of cohesion. Things feel very rushed, leaden and confused in the final act.Matt Reeves did a great job directing 'Dawn...'. Here one really questions what happened and whether it really is the same guy. His direction here is overblown and lethargic, things that he very cleverly avoided previously. 'War...' is big on the spectacle and looks mighty impressive, but is one of those big and noisy films that forgets to properly tell a story or do anything with most of the characters. It also feels heavy-handed in its portrayal of fascism and slavery. One gets what the war of the title is referring to, but with only the characterisation of the apes working the tension and conflict just doesn't work.All in all, looks amazing but not the sort of film that makes one think or treat its audience with respect and it is severely lacking in heart and soul. 5/10 Bethany Cox","
            5/10
            "
"Sparse","27 July 2017","War for the Planet of the Apes isn't the masterpiece I hoped it'd be. As someone deeply invested in the characters however, it's still a highly satisfying, emotionally- profound final chapter for the trilogy. War also compensates for its relative lack of allegory/social commentary with an intricately complex (and rather poetic) character/story structure, adding new merits to the franchise even if dissatisfying others. I've been studying/writing about the entire Planet of the Apes franchise for the month leading up to my first viewing of War. Down the line (probably when the director's commentary comes out), I'll revisit my thoughts. For now, here are my impressions.Matt Reeves returns from Dawn with equitable ambition, making this the best-directed of the trilogy, addressing all of my primary issues from the previous film. Most notably, the pacing is better than Dawn's, with the emotional core always at the forefront and never sidelined. This film still doesn't have the unrelenting momentum of Rise, but it never dragged for me, and felt shorter than 2 hours (as opposed to the 2+ hour runtime). This was enhanced by the riveting (but admittedly sparse) action sequences, especially one not far into the film, which had me on edge. The sense of scope was far more realized in this film, venturing through different landscapes while not feeling claustrophobic, and implying a massive new world of unknown territory. Overall this was an ambitious film, but it didn't innovate from Dawn as Dawn innovated from Rise- -at the time shooting in the mud and rain, now opting for a tamer, snowy environment.Visually, this is nothing short of a spectacle. The (borderline R-rated) Holocaust imagery is genuinely haunting and unsettling, and crafts a unique tone with the sci-fi premise. Chinlund's production design is more enthralling than Dawn's, even if more greenscreen was used to get the result, contradicting the ambitious physical sets from before. The cinematography by Seresin also improves here, achieving some rather interesting shots, if still less engaging than the symbolic photography from Rise. As for the CG, I'm blown away. As good as the previous films were, there were still moments in which the effects were noticeably computer-generated. In War. . . the effects are flawless--so seamless that I never once actually saw ""CGI"". The effects in here are no less than groundbreaking. Spectacle isn't everything though, as there were various, smaller directorial flaws woven throughout.For one, the title card didn't match the style of the first two films, and the highlights of the former films' titles felt shoehorned-in. Also consider the distracting Coke truck in the middle of nowhere, and the ridiculously thin layers of snow covering the tunnels. How much effort would it have taken to show the characters digging or mining through stone? I can mostly excuse these smaller flaws on merits of the meticulously- crafted story.This is the sole film of the trilogy which wasn't written or adapted from a draft by Rick Jaffa/Amanda Silver, who retrospectively had a better understanding of the franchise's allegorical implications than Reeves/Bomback (who wrote this film). Now, Reeves knows how to create a brilliantly-layered story (not sure about Bomback), but his efforts left much to be desired in the way of commentary/allegory. There are clear (and often brutal) allusions to the Holocaust, with depictions of scapegoating minorities for predicaments the accuser is guilty of. In the way of contemporary commentary, the humans are trying to build a wall which ultimately proves useless (remind you of anything?). All in all though, it doesn't reflect the series' core allegory of racism very well, presenting nothing especially insightful or impressive. The final culprits are a handful of ""Did they really just do that?"" plot conveniences, mainly the tunnels with conveniently placed holes, but where the writing actually thrives in this film is structure.In War, we're presented with an abundance of reversals/reflections on the former films' themes. Consider that for the first time since Rise, Caesar finds himself in a cage and inciting a revolution. We also see him abused with water, and fed slop. Also consider the dramatic irony/poetic justice of the virus: designed by humans, activating the speech centers/enhancing intelligence for apes, now doing the precise opposite for humans, effectively switching their roles in a quite literal interpretation of Planet of the Apes' core reversal. Additionally, Alpha Omega isn't just an easter egg--it's about this film as the end of a trilogy and the beginning of a vast mythology, accentuating the motifs within the film.Character structure in War is also impressive. For example, Caesar kills Nova's father. This draws a parallel between Caesar and the Colonel (who previously killed Caesar's family). This turn not only reflects Caesar's disillusionment with humanity, but incites another parallel with his former opponent, Koba. Note that the now-orphaned Nova is a reflection of young Caesar, growing up and learning to sign with the reverse species. The performances are strong all-around, and there's not much new to be said (also I'm butting heads with IMDb's word limit). I'll add that I really enjoyed the tragic/comedic character of Bad Ape, and that Serkis was brilliant yet again.I still find Doyle's score for Rise to be the best of the trilogy, but Giacchino manages a noticeable improvement from his work on Dawn. Though still simple in orchestration, the music feels far more realized/developed here, and some nice new themes are added to the fold. I would have liked to hear more Goldsmith sensibilities (and Doyle's themes), but what we got was fantastic nonetheless.Not long after screening this film, I wanted to watch it again. Had this movie integrated more intelligent commentary and allegorical content, this could have been the second masterpiece within the Apes franchise, next to the 1968 film. I just hope that Fox keeps their damn dirty paws off my Apes until there's another story worth telling.Score: 9/10","
            10/10
            "
"ixmeraz","6 September 2019","My only complaint about this movie is that I became so addicted to it, that I had to buy it! I can watch it over and over again.","
            9/10
            "
"tmaria1","3 December 2017","As much as I liked this trilogy and this movie I really wish they would lean more towards getting us closer in time to the original 1968 version. I understand these are prequels but if they are going to continue with these then I suggest fast forwarding a thousand years or more to just before when Heston arrives in the original 1968 classic. War was a good movie. I truly liked everything about it. I see the humans turning mute setting us up for the future. What I really want to see next is what caused the future nuclear holocaust? Show me what went on in the forbidden zone prior to Heston and crew arriving. Show us how the mutants from Beneath the Planet of the Apes came to be. If the ending of this movie was a foreshadowing of the lake that Heston crash lands in then we are going to have a problem. Remember he landed outside of New York City not over the mountains near California. Perhaps another trilogy can tie up these loose ends.","
            9/10
            "
"KOOLAIDBRO","15 October 2017","I am only reviewing this because I am surprised at all the bad reviews for this movie. I loved it and found it to be a great ending to a great trilogy. It's not as good as dawn of the planet of apes, but it is good. Dawn is the empire strikes back of the franchise. It's really good none the less. It pulls on every heart string. There was times I yelled out something I can not say on here from anger. There was times I felt redemption. It's kind of like watching game of thrones. Anyways do not listen to the hate for this movie. It's not action packed and it's not all happy. If that's what you want do not watch, but if you like a great story and a movie that takes you on an emotional roller coaster ride then watch it!","
            10/10
            "
"iamjacksmoviechannel","11 July 2017","War for the Planet of the Apes, the third film in what I would call a classic trilogy, probably the best all-around set of three we've gotten in the 21st Century, hands down. This is why we go to the movies. In 2011 no one was expecting much from another Planet of the Apes movie, especially after the Tim Burton debacle 10 years before it. But we came away from it not only entertained, but with a feeling that we just watched an iconic character being born. Caesar will be to apes what Hugh Jackman is to Wolverine and right now both are looking like Oscar contenders, finally. Both characters are also involved in a war of another's making, also against humans. Caesar has agreed that those in his tribe must go to higher ground for their own protection and he even stays behind to lead the military away from the rest of them. This is a Caesar we've seen go from innocent child to cruelly-treated animal to fair and peaceful leader to the regrettable warrior he's had to become because Koba, the ape he trusted, threw him back into this fight. He wanted nothing more than protection for his family and tribe. Anyone who thinks Andy Serkis isn't doing some of the best acting they've ever seen here has no idea what acting even is. The ape-body movements have almost become second nature now to the severe emotions of guilt and anger that Caesar is going through. Serkis is bringing all that out and no, if he does win something that doesn't mean that he has to bring all the visual effects people up with him. Did Daniel Day Lewis have to bring up the make-up people when he won for ""Lincoln""? No. Why is this any different? The motion- capture performer needs to be recognized, and there has been no better than Serkis. I also love that Caesar is also fighting this final battle here and his same brothers who helped him escape captivity in the first film voluntarily are right along with him for this. It has a ""Saving Private Ryan""/ ""Band of Brothers"" type vibe, and this is not the only time i'll be making reference to other war films throughout this review. But yeah these are a lovable and gentle group of 5 apes, so chill and laid back but willing to do anything for Caesar and that is really cool and really touching, particularly the relationship between Caesar and Maurice. Steve Zahn also joined the pack as a comic relief ape who sorta reminded me a bit of Dobby, but he's OK. And remember I told you I would be making more references to war movies? Well Woody Harrelson's villain is a brilliantly conceived psychopath who definitely compares to a classic character from film history, but I won't say who for fear of giving too much away. But I will say Harrelson is perfect for something like this and is the best villain this summer so far. A major amount of credit should be given to director Matt Reeves, and screenwriters Mark Bomback, Rick Jaffa, and Amanda Silver, least of which for making an ape riding on horseback so much cooler, and less stupid, with each passing movie. The fact that Reeves is going to be directing the next Batman movie is particularly interesting to me because the guy doesn't revel in violence in any way. His work on these Apes movies is of violence as a sad necessity. That's Caesar, and that's also more of a Batman people can get behind. Yes, battles bookend this film and there is also a pretty neat avalanche sequence towards the end but this is a summer blockbuster that doesn't feel the need to give us one over-the- top action sequence after the next and you know what, it proves that's OK. It has a somber tone but is never depressing. There's a great theme here linking consciousness and the darker parts of human nature, and the film runs the gamut of being heartbreaking, moving, suspenseful, and even inspiring. Yes, Caesar being tied to a cross in one scene is a bit on the nose as far as symbolism, but he's earned it. Lastly, Michael Giacchino's musical score just sends this finale of Caesar's saga off right. The whole series has just been outstanding. This is what happens when you devote efforts to the here and now rather than to some distant universe (looking at you The Mummy) and on making sure plot threads make sense and have purpose (looking at you Transformers). It's also what happens when your lead actor is fantastic, when the heart is in the right place, when the goal is the make something that stands the test of time and that will make people want to automatically want to go back to it and say that was one hell of a hero that series created. If you know me, you know I don't usually overstate things but this is a classic up there with Star Wars, Lord of the Rings, Nolan's Batman trilogy. Add it to the last.If you liked this, check out Craig James Review on Youtube for more.","
            10/10
            "
